交易编号,策略类型,包含关系,方向,入场时间,入场价格,出场时间,出场价格,持仓K线数,持仓时长,价格变动%,合约收益%,盈亏USDT,累计资金USDT,结果,跟踪止损激活,弱势收紧,最高价,最低价,跟踪止损价,K1开盘,K1最高,K1最低,K1收盘,K2开盘,K2最高,K2最低,K2收盘,K3开盘,K3最高,K3最低,K3收盘
658,rule1,否,做多,2025-07-07 01:29,2551.61,2025-07-09 01:00,2605.74,191,2865分钟,2.121%,297.00%,2.9700,1569.9375,止盈,是,是,2620.00,,,2552.13,2552.49,2544.84,2545.99,2545.99,2552.50,2543.78,2551.61,,,,
659,rule1,否,做空,2025-07-07 06:14,2596.07,2025-07-07 21:15,2541.00,61,915分钟,2.121%,297.00%,4.7520,1574.6895,止盈,是,否,,2535.77,,2596.02,2598.49,2582.81,2587.69,2587.70,2605.00,2587.70,2596.07,,,,
660,rule1,否,做多,2025-07-07 07:44,2571.12,2025-07-09 01:45,2625.66,169,2535分钟,2.121%,297.00%,4.7520,1579.4415,止盈,是,是,2628.21,,,2572.99,2573.49,2563.84,2564.87,2564.87,2571.50,2562.27,2571.12,,,,
661,rule1,否,做多,2025-07-08 01:14,2531.13,2025-07-08 19:00,2584.83,72,1080分钟,2.121%,297.00%,4.7520,1584.1935,止盈,是,是,2585.38,,,2535.44,2535.99,2522.49,2524.21,2524.20,2531.73,2517.00,2531.13,,,,
662,rule1,否,做空,2025-07-08 22:44,2578.81,2025-07-10 02:00,2603.70,110,1650分钟,-0.965%,-135.15%,-1.3515,1582.8420,止损,是,是,,2557.86,2711.33,2576.05,2579.56,2566.35,2570.34,2570.34,2580.00,2569.65,2578.81,,,,
663,rule1,否,做空,2025-07-09 03:59,2610.61,2025-07-10 03:30,2635.81,95,1425分钟,-0.965%,-135.15%,-1.3515,1581.4905,止损,是,是,,2589.78,2745.17,2612.00,2612.59,2601.57,2606.17,2606.17,2612.64,2603.88,2610.61,,,,
664,rule1,否,做多,2025-07-09 05:14,2606.90,2025-07-09 20:15,2662.20,61,915分钟,2.121%,297.00%,4.7520,1586.2425,止盈,是,是,2664.50,,,2607.66,2607.66,2598.41,2598.42,2598.42,2606.90,2596.85,2606.90,,,,
665,rule1,否,做多,2025-07-09 08:44,2610.19,2025-07-09 20:45,2665.56,49,735分钟,2.121%,297.00%,2.9700,1589.2125,止盈,是,是,2667.01,,,2610.12,2610.94,2604.13,2604.14,2604.13,2610.19,2603.25,2610.19,,,,
666,rule1,否,做多,2025-07-10 02:59,2718.33,2025-07-10 03:45,2782.40,4,60分钟,2.357%,330.00%,3.3000,1592.5125,止盈,否,否,2795.74,,,2719.12,2721.19,2710.00,2711.11,2711.11,2719.27,2708.78,2718.33,,,,
667,rule1,否,做多,2025-07-10 07:29,2777.16,2025-07-11 02:00,2836.08,75,1125分钟,2.121%,297.00%,2.9700,1595.4825,止盈,是,否,2840.69,,,2780.01,2780.01,2772.31,2772.31,2772.31,2783.16,2771.81,2777.16,,,,
668,rule1,否,做多,2025-07-10 12:29,2771.23,2025-07-11 01:00,2830.02,51,765分钟,2.121%,297.00%,4.7520,1600.2345,止盈,是,是,2830.20,,,2776.13,2776.13,2765.56,2766.24,2766.23,2772.34,2765.53,2771.23,,,,
669,rule1,否,做空,2025-07-10 16:29,2789.38,2025-07-11 05:15,2816.31,52,780分钟,-0.965%,-135.15%,-1.3515,1598.8830,止损,是,是,,2758.78,2924.31,2791.08,2791.25,2783.04,2784.50,2784.50,2794.54,2784.50,2789.38,,,,
670,rule1,否,做多,2025-07-10 20:29,2775.74,2025-07-11 05:15,2841.17,36,540分钟,2.357%,330.00%,5.2800,1604.1630,止盈,否,否,2927.00,,,2778.69,2778.69,2768.31,2769.12,2769.13,2777.10,2767.67,2775.74,,,,
671,rule1,否,做空,2025-07-11 02:14,2819.82,2025-07-11 05:15,2926.57,13,195分钟,-3.786%,-530.00%,-8.4800,1595.6830,止损,否,否,,,,2818.39,2834.96,2810.59,2830.37,2830.38,2840.69,2819.32,2819.82,,,,
672,rule1,否,做空,2025-07-11 03:29,2813.84,2025-07-11 05:15,2920.36,8,120分钟,-3.786%,-530.00%,-5.3000,1590.3830,止损,否,否,,,,2811.39,2821.86,2810.29,2819.79,2819.80,2821.88,2810.49,2813.84,,,,
673,rule1,否,做多,2025-07-11 07:14,2967.81,2025-07-11 17:30,3030.77,42,630分钟,2.121%,297.00%,4.7520,1595.1350,止盈,是,否,3040.15,,,2963.83,2976.99,2962.76,2973.88,2973.88,2974.63,2961.21,2967.81,,,,
674,rule1,否,做空,2025-07-11 08:14,2943.99,2025-07-14 18:30,2972.41,330,4950分钟,-0.965%,-135.15%,-1.3515,1593.7835,止损,是,是,,2903.85,3078.08,2944.45,2956.40,2940.47,2951.29,2951.29,2958.00,2943.73,2943.99,,,,
675,rule1,否,做空,2025-07-11 14:29,3017.00,2025-07-11 23:45,2945.88,38,570分钟,2.357%,330.00%,3.3000,1597.0835,止盈,否,否,,2939.36,,3004.88,3021.66,3003.36,3012.19,3012.20,3026.75,3009.81,3017.00,,,,
676,rule1,否,做多,2025-07-11 17:59,3014.99,2025-07-14 18:30,3078.95,291,4365分钟,2.121%,297.00%,2.9700,1600.0535,止盈,是,是,3079.39,,,3016.53,3040.15,3012.30,3024.01,3024.01,3030.50,3008.78,3014.99,,,,
677,rule1,否,做多,2025-07-12 01:44,2984.41,2025-07-14 11:30,3047.72,232,3480分钟,2.121%,297.00%,4.7520,1604.8055,止盈,是,是,3051.26,,,2979.70,2999.57,2978.41,2990.00,2989.99,2991.88,2976.78,2984.41,,,,
678,rule1,否,做多,2025-07-12 02:44,2990.84,2025-07-14 12:30,3054.29,232,3480分钟,2.121%,297.00%,2.9700,1607.7755,止盈,是,是,3057.89,,,2993.95,2998.92,2983.52,2985.22,2985.23,2993.22,2983.51,2990.84,,,,
679,rule1,否,做多,2025-07-14 19:29,3063.15,2025-07-16 07:00,3128.13,143,2145分钟,2.121%,297.00%,2.9700,1610.7455,止盈,是,是,3140.31,,,3066.78,3083.00,3062.60,3073.91,3073.90,3077.47,3055.48,3063.15,,,,
680,rule1,否,做空,2025-07-15 04:59,3003.98,2025-07-15 11:00,2933.17,25,375分钟,2.357%,330.00%,3.3000,1614.0455,止盈,否,否,,2932.46,,3001.71,3009.39,2998.85,3008.21,3008.22,3011.50,3002.51,3003.98,,,,
681,rule1,否,做多,2025-07-15 09:59,2976.70,2025-07-15 21:30,3039.85,47,705分钟,2.121%,297.00%,11.8800,1625.9255,止盈,是,是,3041.24,,,2977.42,2996.75,2975.00,2995.29,2995.30,3000.75,2970.71,2976.70,,,,
682,rule1,否,做多,2025-07-15 16:29,2974.89,2025-07-15 21:45,3045.01,22,330分钟,2.357%,330.00%,3.3000,1629.2255,止盈,否,否,3067.43,,,2977.50,2978.50,2967.51,2969.01,2969.02,2976.50,2958.84,2974.89,,,,
683,rule1,否,做多,2025-07-15 22:29,3047.85,2025-07-16 07:00,3119.69,35,525分钟,2.357%,330.00%,5.2800,1634.5055,止盈,否,否,3140.31,,,3051.70,3064.41,3045.10,3062.99,3063.00,3063.89,3043.10,3047.85,,,,
684,rule1,否,做空,2025-07-15 23:29,2998.68,2025-07-16 20:45,3027.63,86,1290分钟,-0.965%,-135.15%,-2.1624,1632.3431,止损,是,是,,2998.68,3178.60,2977.94,3000.10,2968.00,2990.50,2990.49,3002.41,2984.77,2998.68,,,,
685,rule1,否,做多,2025-07-16 00:59,3048.21,2025-07-16 07:00,3120.06,25,375分钟,2.357%,330.00%,13.2000,1645.5431,止盈,否,否,3140.31,,,3043.63,3063.52,3043.17,3060.67,3060.61,3066.83,3043.11,3048.21,,,,
686,rule1,否,做空,2025-07-16 15:14,3156.51,2025-07-17 02:00,3186.98,44,660分钟,-0.965%,-135.15%,-1.3515,1644.1916,止损,是,是,,3143.81,3332.44,3156.00,3166.25,3153.42,3165.23,3165.22,3169.00,3154.58,3156.51,,,,
687,rule1,否,做多,2025-07-16 17:59,3162.24,2025-07-16 22:30,3236.78,19,285分钟,2.357%,330.00%,5.2800,1649.4716,止盈,否,否,3244.26,,,3163.57,3167.32,3148.34,3151.80,3151.81,3162.47,3147.49,3162.24,,,,
688,rule1,否,做空,2025-07-16 20:59,3164.93,2025-07-17 00:30,3284.75,15,225分钟,-3.786%,-530.00%,-8.4800,1640.9916,止损,否,否,,,,3163.13,3174.39,3153.85,3172.87,3172.86,3180.00,3164.00,3164.93,,,,
689,rule1,否,做空,2025-07-16 22:14,3180.00,2025-07-17 01:45,3300.39,15,225分钟,-3.786%,-530.00%,-21.2000,1619.7916,止损,否,否,,,,3174.39,3197.99,3171.50,3195.81,3195.81,3204.71,3179.70,3180.00,,,,
690,rule1,否,做空,2025-07-16 23:59,3244.49,2025-07-17 02:30,3367.32,11,165分钟,-3.786%,-530.00%,-8.4800,1611.3116,止损,否,否,,,,3247.01,3247.33,3207.44,3232.09,3232.10,3249.20,3225.32,3244.49,,,,
691,rule1,否,做空,2025-07-17 00:59,3285.24,2025-07-17 04:00,3409.61,13,195分钟,-3.786%,-530.00%,-8.4800,1602.8316,止损,否,否,,,,3263.50,3287.22,3255.25,3276.60,3276.60,3293.50,3269.93,3285.24,,,,
692,rule1,否,做多,2025-07-17 06:29,3374.63,2025-07-17 15:30,3454.17,37,555分钟,2.357%,330.00%,5.2800,1608.1116,止盈,是,是,3468.00,,,3374.01,3390.83,3374.01,3384.25,3384.24,3388.00,3372.69,3374.63,,,,
693,rule1,否,做空,2025-07-17 10:14,3348.01,2025-07-17 17:15,3474.76,29,435分钟,-3.786%,-530.00%,-5.3000,1602.8116,止损,否,否,,,,3347.98,3348.60,3310.77,3338.21,3338.21,3354.48,3333.10,3348.01,,,,
694,rule1,否,做空,2025-07-17 10:44,3349.58,2025-07-17 17:15,3476.39,27,405分钟,-3.786%,-530.00%,-5.3000,1597.5116,止损,否,否,,,,3348.01,3361.62,3345.78,3357.06,3357.07,3361.90,3348.00,3349.58,,,,
695,rule1,否,做多,2025-07-17 11:44,3328.00,2025-07-17 14:15,3406.45,11,165分钟,2.357%,330.00%,5.2800,1602.7916,止盈,否,否,3432.94,,,3332.68,3341.00,3317.72,3321.59,3321.59,3329.98,3314.05,3328.00,,,,
696,rule1,否,做空,2025-07-17 20:59,3425.61,2025-07-18 09:00,3458.68,49,735分钟,-0.965%,-135.15%,-5.4060,1597.3856,止损,是,是,,3361.20,3562.87,3415.53,3438.45,3413.00,3437.02,3437.00,3439.00,3425.07,3425.61,,,,
697,rule1,否,做多,2025-07-18 00:44,3397.51,2025-07-18 05:00,3477.59,18,270分钟,2.357%,330.00%,13.2000,1610.5856,止盈,否,否,3486.00,,,3406.80,3407.17,3380.00,3387.56,3387.60,3412.62,3364.43,3397.51,,,,
698,rule1,否,做空,2025-07-18 02:44,3426.94,2025-07-18 09:00,3556.67,26,390分钟,-3.786%,-530.00%,-5.3000,1605.2856,止损,否,否,,,,3423.28,3436.89,3419.99,3431.11,3431.11,3442.63,3425.53,3426.94,,,,
699,rule1,否,做空,2025-07-18 04:44,3406.34,2025-07-18 08:45,3535.29,17,255分钟,-3.786%,-530.00%,-5.3000,1599.9856,止损,否,否,,,,3393.57,3407.43,3372.51,3401.79,3401.78,3417.00,3398.57,3406.34,,,,
700,rule1,否,做多,2025-07-18 10:14,3605.36,2025-07-20 11:30,3681.85,198,2970分钟,2.121%,297.00%,4.7520,1604.7376,止盈,是,是,3694.99,,,3603.60,3625.60,3593.75,3614.89,3614.89,3617.96,3588.25,3605.36,,,,
701,rule1,否,做多,2025-07-18 14:14,3651.63,2025-07-20 19:15,3729.10,213,3195分钟,2.121%,297.00%,11.8800,1616.6176,止盈,是,是,3730.60,,,3649.00,3673.84,3645.35,3669.90,3669.91,3669.91,3640.00,3651.63,,,,
702,rule1,否,做多,2025-07-18 15:29,3646.80,2025-07-20 17:00,3724.16,199,2985分钟,2.121%,297.00%,2.9700,1619.5876,止盈,是,是,3727.34,,,3650.73,3669.74,3631.56,3640.31,3640.32,3653.38,3627.83,3646.80,,,,
703,rule1,否,做空,2025-07-18 16:29,3623.90,2025-07-18 23:15,3538.48,28,420分钟,2.357%,330.00%,3.3000,1622.8876,止盈,否,否,,3530.00,,3604.10,3624.37,3601.94,3613.94,3613.93,3628.12,3612.21,3623.90,,,,
704,rule1,否,做空,2025-07-19 00:59,3573.19,2025-07-19 04:15,3488.96,14,210分钟,2.357%,330.00%,5.2800,1628.1676,止盈,否,否,,3486.31,,3572.47,3587.08,3560.69,3583.22,3583.21,3588.79,3566.75,3573.19,,,,
705,rule1,否,做多,2025-07-19 20:29,3549.09,2025-07-20 09:15,3624.38,52,780分钟,2.121%,297.00%,2.9700,1631.1376,止盈,是,否,3626.00,,,3552.75,3555.49,3540.00,3542.40,3542.41,3558.20,3539.02,3549.09,,,,
